delay,frequency,condition,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Cue.started,response.started,Cue.stopped,response.keys,response.rt,response.duration,beep.started,sound_1.started,sound_1.stopped,beep.stopped,report_timing.started,report_timing.stopped,slider.response,slider.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0.7,400,expected,1,2,14,8,183.84216341597494,,,,,,,183.8358693330083,184.33999300003052,184.7911649160087,space,0.44221374997869134,None,184.79186270793434,185.4985098659992,185.8157136660302,185.79592974996194,185.79597612493671,186.9458102909848,705.5555555555555,1.1297395420260727,muskan,001,2023-10-31_15h03.06.010,experiment,2023.2.2,118.900409005157,2023-10-31 15h03.19.273856 +0530,
0.4,400,expected,1,3,15,3,186.95619320799597,,,,,,,186.94608204101678,187.44602562498767,188.49105070799123,space,1.0354555409867316,None,188.49170208303258,188.8984765329398,189.21693804103415,189.19903124996927,189.1990803750232,190.51776795799378,762.2222222222223,1.3009671249892563,muskan,001,2023-10-31_15h03.06.010,experiment,2023.2.2,118.900409005157,2023-10-31 15h03.19.273856 +0530,
0.1,400,expected,1,4,16,1,190.52388350002002,,,,,,,190.51803058292717,191.0226943329908,191.5978807079373,space,0.5725344580132514,None,191.59810637496412,191.6982243250124,192.01347520796116,191.99559320800472,191.9956442079274,193.8284239579225,222.2222222222222,1.8150505420053378,muskan,001,2023-10-31_15h03.06.010,experiment,2023.2.2,118.900409005157,2023-10-31 15h03.19.273856 +0530,
0.7,1000,unexpected,1,5,17,4,193.83960520802066,,,,,,,193.8286868330324,194.3313453749288,195.22437516599894,space,0.884860249934718,None,195.22508470795583,195.93198994994162,196.2476498329779,196.22932691592723,196.22937574994285,197.62888237496372,293.3333333333333,1.3807320840423927,muskan,001,2023-10-31_15h03.06.010,experiment,2023.2.2,118.900409005157,2023-10-31 15h03.19.273856 +0530,
0.4,400,expected,1,6,18,7,197.63962587493006,,,,,,,197.62914700002875,198.1315191249596,199.17560558300465,space,1.0424295000266284,None,199.17627195792738,199.58192282500676,199.89766445802525,199.87960487499367,199.87964833294973,201.02647345792502,577.7777777777777,1.1281973330769688,muskan,001,2023-10-31_15h03.06.010,experiment,2023.2.2,118.900409005157,2023-10-31 15h03.19.273856 +0530,
0.7,400,expected,1,7,19,11,201.03210729092825,,,,,,,201.0267354999669,201.53056662494782,202.7123073330149,space,1.1768821659497917,None,202.71252549998462,203.41536528295836,203.73319983296096,203.71291570796166,203.71296133298893,205.04045108298305,435.5555555555556,1.3077016669558361,muskan,001,2023-10-31_15h03.06.010,experiment,2023.2.2,118.900409005157,2023-10-31 15h03.19.273856 +0530,
0.7,400,expected,1,8,20,5,205.04618587496225,,,,,,,205.04071437497623,205.54812958301045,206.17516854102723,space,0.6254676249809563,None,206.17586399998982,206.8819987000199,207.19803941599093,207.17902241600677,207.1790689160116,208.16545400000177,109.99999999999999,0.9674177919514477,muskan,001,2023-10-31_15h03.06.010,experiment,2023.2.2,118.900409005157,2023-10-31 15h03.19.273856 +0530,
0.4,1000,unexpected,1,9,21,2,208.17287641600706,,,,,,,208.1657245409442,208.6918292909395,210.64898345794063,space,1.9536944589344785,None,210.64954895793926,211.04881015797145,211.3649316249648,211.34519545792136,211.34523220802657,212.48111554095522,73.3333333333333,1.1175160000566393,muskan,001,2023-10-31_15h03.06.010,experiment,2023.2.2,118.900409005157,2023-10-31 15h03.19.273856 +0530,
0.1,1000,unexpected,1,10,22,0,212.4889681659406,,,,,,,212.48144687502645,212.9821198330028,213.35803629097063,space,0.3668510830029845,None,213.35868712502997,213.4651581580285,213.7804422909394,213.7625415829243,213.76258333295118,214.81623583298642,354.44444444444446,1.036126708961092,muskan,001,2023-10-31_15h03.06.010,experiment,2023.2.2,118.900409005157,2023-10-31 15h03.19.273856 +0530,
0.1,400,expected,1,11,23,9,214.82235120795667,,,,,,,214.81649979099166,215.3148013750324,216.54864087502938,space,1.2296797919552773,None,216.54886670794804,216.64811728294006,216.96485645801295,216.9462497079512,216.9462977499934,218.582341750036,650.0,1.6179996670689434,muskan,001,2023-10-31_15h03.06.010,experiment,2023.2.2,118.900409005157,2023-10-31 15h03.19.273856 +0530,
0.7,1000,unexpected,2,0,24,4,218.58901937492192,,,,,,,218.58261016593315,219.08061929093674,219.99778679094743,space,0.9162361669586971,None,219.99800258292817,220.69884840799494,221.01483474997804,220.99631512502674,220.99635599995963,222.48077404103242,420.0,1.4651284159626812,muskan,001,2023-10-31_15h03.06.010,experiment,2023.2.2,118.900409005157,2023-10-31 15h03.19.273856 +0530,
0.1,400,expected,2,1,25,6,222.489856124972,,,,,,,222.48106324998662,222.981311374926,223.92485220800154,space,0.9356300419894978,None,223.92552937497385,224.03173924102447,224.3472086660331,224.32960900000762,224.32964649994392,225.62406812503468,283.3333333333333,1.2776413339888677,muskan,001,2023-10-31_15h03.06.010,experiment,2023.2.2,118.900409005157,2023-10-31 15h03.19.273856 +0530,
0.1,400,expected,2,2,26,9,225.6297677499242,,,,,,,225.62432687496766,226.13002737495117,226.68084674992133,space,0.5443406669655815,None,226.68109529092908,226.78174978301394,227.09790583292488,227.0797332909424,227.07978249993175,228.0932612499455,287.77777777777777,0.995001541916281,muskan,001,2023-10-31_15h03.06.010,experiment,2023.2.2,118.900409005157,2023-10-31 15h03.19.273856 +0530,
0.4,400,expected,2,3,27,3,228.0994599580299,,,,,,,228.093530416023,228.5969140829984,229.38199333299417,space,0.7835056659532711,None,229.3822865409311,229.7822687000036,230.09822766599245,230.07940299995244,230.0794537080219,230.89783425000496,453.3333333333333,0.8002678749617189,muskan,001,2023-10-31_15h03.06.010,experiment,2023.2.2,118.900409005157,2023-10-31 15h03.19.273856 +0530,
0.1,1000,unexpected,2,4,28,0,230.90636645792983,,,,,,,230.89809354103636,231.39854691596702,231.7478991659591,space,0.3473104159347713,None,231.7481199579779,231.84882044994737,232.16558499995153,232.14636212494224,232.14640912495088,233.11358520796057,582.2222222222222,0.9484222079627216,muskan,001,2023-10-31_15h03.06.010,experiment,2023.2.2,118.900409005157,2023-10-31 15h03.19.273856 +0530,
0.4,1000,unexpected,2,5,29,2,233.1230969580356,,,,,,,233.11389979103114,233.61589933303185,235.09154670801945,space,1.4691645830171183,None,235.0921998330159,235.49866311594377,235.81660329096485,235.79611087497324,235.79616054100916,236.79930695798248,577.7777777777777,0.9826139160431921,muskan,001,2023-10-31_15h03.06.010,experiment,2023.2.2,118.900409005157,2023-10-31 15h03.19.273856 +0530,
0.4,400,expected,2,6,30,10,236.80627108295448,,,,,,,236.79957283299882,237.30687908292748,238.0316248750314,space,0.7184406250016764,None,238.03184141602833,238.4322629910195,238.74755270802416,238.72975795797538,238.72981520800386,239.84781945799477,751.1111111111111,1.101082041976042,muskan,001,2023-10-31_15h03.06.010,experiment,2023.2.2,118.900409005157,2023-10-31 15h03.19.273856 +0530,
0.7,400,expected,2,7,31,11,239.85656908294186,,,,,,,239.8480862500146,240.34831099992152,240.87503174995072,space,0.5210434590699151,None,240.87570149998646,241.58230053300503,241.89722670800984,241.87945483298972,241.87950158293825,242.78119350003544,597.7777777777777,0.8847874579951167,muskan,001,2023-10-31_15h03.06.010,experiment,2023.2.2,118.900409005157,2023-10-31 15h03.19.273856 +0530,
0.7,400,expected,2,8,32,5,242.7898512079846,,,,,,,242.7814611659851,243.28242674993817,244.13109649997205,space,0.8461359170032665,None,244.1313520829426,244.83228153297676,245.14523954095785,245.12869158294052,245.12870324996766,246.23640404094476,463.3333333333333,1.091130584012717,muskan,001,2023-10-31_15h03.06.010,experiment,2023.2.2,118.900409005157,2023-10-31 15h03.19.273856 +0530,
0.4,400,expected,2,9,33,7,246.24252116598655,,,,,,,246.2366785829654,246.74007129098754,247.34831166593358,space,0.6071107080206275,None,247.34854387503583,247.74861561593133,248.06357304099947,248.04639054101426,248.04643291595858,249.67836145800538,833.3333333333333,1.6139760829973966,muskan,001,2023-10-31_15h03.06.010,experiment,2023.2.2,118.900409005157,2023-10-31 15h03.19.273856 +0530,
0.1,400,expected,2,10,34,1,249.68980033299886,,,,,,,249.6786280409433,250.1815380830085,251.16524062503595,space,0.9815001249080524,None,251.16579274996184,251.26497119995764,251.58305512496736,251.56349695799872,251.5635379999876,252.5819862500066,717.7777777777777,1.0009151250123978,muskan,001,2023-10-31_15h03.06.010,experiment,2023.2.2,118.900409005157,2023-10-31 15h03.19.273856 +0530,
0.7,400,expected,2,11,35,8,252.58970020792913,,,,,,,252.58234062499832,253.07985258300323,253.79255312494934,space,0.7077406250173226,None,253.79325500002597,254.49872269998303,254.81250925001223,254.79583654098678,254.79585016600322,255.84860704094172,251.11111111111111,1.036763958982192,muskan,001,2023-10-31_15h03.06.010,experiment,2023.2.2,118.900409005157,2023-10-31 15h03.19.273856 +0530,
0.4,400,expected,3,0,36,7,255.8564133750042,,,,,,,255.84887391596567,256.356949790963,256.77436879102606,space,0.41177704103756696,None,256.77459004102275,257.1817678659456,257.5007412909763,257.4801730409963,257.48022079095244,258.5656882079784,407.77777777777777,1.0652391659095883,muskan,001,2023-10-31_15h03.06.010,experiment,2023.2.2,118.900409005157,2023-10-31 15h03.19.273856 +0530,
0.4,400,expected,3,1,37,10,258.5729947499931,,,,,,,258.5659617909696,259.06418699992355,259.9147853750037,space,0.8448948339791968,None,259.9150089159375,260.3150971580064,260.6321704159491,260.61354695796035,260.6135918329237,261.64353208302055,507.77777777777777,1.0110840840497985,muskan,001,2023-10-31_15h03.06.010,experiment,2023.2.2,118.900409005157,2023-10-31 15h03.19.273856 +0530,
0.4,400,expected,3,2,38,3,261.6492755829822,,,,,,,261.64379383297637,262.14686691598035,262.67446112493053,space,0.5199652909068391,None,262.6751332079293,263.0824571999721,263.39787758293096,263.37950158293825,263.3795457909582,264.49356929096393,603.3333333333333,1.095496958005242,muskan,001,2023-10-31_15h03.06.010,experiment,2023.2.2,118.900409005157,2023-10-31 15h03.19.273856 +0530,
0.4,1000,unexpected,3,3,39,2,264.4995068330318,,,,,,,264.4938291249564,264.9977815829916,265.7661520410329,space,0.7610675840405747,None,265.7663802499883,266.1655350749381,266.4807652080199,266.46349004097283,266.46353091602214,267.9285407080315,65.55555555555553,1.4470641249790788,muskan,001,2023-10-31_15h03.06.010,experiment,2023.2.2,118.900409005157,2023-10-31 15h03.19.273856 +0530,
0.1,400,expected,3,4,40,1,267.94009749998804,,,,,,,267.9288040000247,268.43094474996906,269.11488108302,space,0.6804880830459297,None,269.1151006249711,269.21566882501355,269.53210829093587,269.5132813749369,269.51332908298355,270.6700276249321,66.66666666666666,1.1383657089900225,muskan,001,2023-10-31_15h03.06.010,experiment,2023.2.2,118.900409005157,2023-10-31 15h03.19.273856 +0530,
0.1,400,expected,3,5,41,6,270.67658724996727,,,,,,,270.67029645794537,271.1730489579495,272.0984055829467,space,0.9181415420025587,None,272.09867654100526,272.1987414909992,272.51463341596536,272.4966101249447,272.4966514999978,273.54346824996173,332.2222222222222,1.0279666249407455,muskan,001,2023-10-31_15h03.06.010,experiment,2023.2.2,118.900409005157,2023-10-31 15h03.19.273856 +0530,
0.7,1000,unexpected,3,6,42,4,273.54947183292825,,,,,,,273.5437366249971,274.0475357079413,274.7649567499757,space,0.7142270829062909,None,274.76522804098204,275.4654316999251,275.7814822909422,275.7627788329264,275.7628255409654,278.13005179096945,30.00000000000003,2.348498500068672,muskan,001,2023-10-31_15h03.06.010,experiment,2023.2.2,118.900409005157,2023-10-31 15h03.19.273856 +0530,
0.1,1000,unexpected,3,7,43,0,278.1399002500111,,,,,,,278.13031945796683,278.6305982079357,279.55926324997563,space,0.9270108750788495,None,279.5600060829893,279.665506825014,279.98197462502867,279.9628384159878,279.96288141596597,281.3849487080006,20.000000000000018,1.4038144999649376,muskan,001,2023-10-31_15h03.06.010,experiment,2023.2.2,118.900409005157,2023-10-31 15h03.19.273856 +0530,
0.7,400,expected,3,8,44,8,281.3911055410281,,,,,,,281.385229040985,281.89015500003006,283.5910317909438,space,1.696391541045159,None,283.59135058301035,284.299047241034,284.61533758300357,284.59675945795607,284.59680441592354,285.86679345800076,223.33333333333331,1.251697791973129,muskan,001,2023-10-31_15h03.06.010,experiment,2023.2.2,118.900409005157,2023-10-31 15h03.19.273856 +0530,
0.1,400,expected,3,9,45,9,285.8737894159276,,,,,,,285.86708020803053,286.3736196659738,287.3147336660186,space,0.9343254589475691,None,287.31498583301436,287.4154969499679,287.73164404102135,287.71321099996567,287.7132490000222,289.2365760409739,557.7777777777778,1.5053918330231681,muskan,001,2023-10-31_15h03.06.010,experiment,2023.2.2,118.900409005157,2023-10-31 15h03.19.273856 +0530,
0.7,400,expected,3,10,46,11,289.24254987493623,,,,,,,289.2368378749816,289.7402157909237,290.4082609580364,space,0.6630890839733183,None,290.4089695829898,291.11510736593044,291.43128912500106,291.4134487910196,291.41348562494386,292.54946433298755,836.6666666666666,1.1188642079941928,muskan,001,2023-10-31_15h03.06.010,experiment,2023.2.2,118.900409005157,2023-10-31 15h03.19.273856 +0530,
0.7,400,expected,3,11,47,5,292.5565185409505,,,,,,,292.5497551249573,293.057272874983,294.12449791596737,space,1.0610289169708267,None,294.1247284580022,294.83250544993206,295.1488627080107,295.1299759160029,295.1300272080116,296.86467470799107,835.5555555555557,1.7164980419911444,muskan,001,2023-10-31_15h03.06.010,experiment,2023.2.2,118.900409005157,2023-10-31 15h03.19.273856 +0530,
0.1,400,expected,4,0,48,1,296.87342595797963,,,,,,,296.86493904097006,297.36421133298427,299.80924904101994,space,2.4433955419808626,None,299.8095026660012,299.91521724096964,300.23149162495974,300.2133460409241,300.21338608302176,301.24403099995106,840.0000000000001,1.0121188750490546,muskan,001,2023-10-31_15h03.06.010,experiment,2023.2.2,118.900409005157,2023-10-31 15h03.19.273856 +0530,
0.7,400,expected,4,1,49,8,301.2498735829722,,,,,,,301.2443019580096,301.7475414159708,302.7981652909657,space,1.044181082979776,None,302.79843891598284,303.49934240796136,303.81639212497976,303.79763983294833,303.7976806659717,305.3462742079282,834.4444444444445,1.530131999985315,muskan,001,2023-10-31_15h03.06.010,experiment,2023.2.2,118.900409005157,2023-10-31 15h03.19.273856 +0530,
0.4,400,expected,4,2,50,3,305.3568734159926,,,,,,,305.346547166002,305.84953358292114,307.3078218329465,space,1.4535521670477465,None,307.30803449999075,307.71596486603374,308.03076745802537,308.0129540829221,308.0129884160124,308.75710425002035,834.4444444444445,0.726449416950345,muskan,001,2023-10-31_15h03.06.010,experiment,2023.2.2,118.900409005157,2023-10-31 15h03.19.273856 +0530,
0.7,1000,unexpected,4,3,51,4,308.7627509579761,,,,,,,308.7573653749423,309.25733016594313,310.7417786249425,space,1.474623833084479,None,310.7424676659284,311.44791474093216,311.76431312493514,311.7463077499997,311.74635054101236,313.27067024994176,121.11111111111111,1.5067760410020128,muskan,001,2023-10-31_15h03.06.010,experiment,2023.2.2,118.900409005157,2023-10-31 15h03.19.273856 +0530,
0.1,1000,unexpected,4,4,52,0,313.27670841594227,,,,,,,313.2709387909854,313.77287145797163,316.5488531659357,space,2.773371374933049,None,316.5490847079782,316.64894536596256,316.9637213749811,316.945717082941,316.9457618750166,318.1796412910335,290.00000000000006,1.216525291907601,muskan,001,2023-10-31_15h03.06.010,experiment,2023.2.2,118.900409005157,2023-10-31 15h03.19.273856 +0530,
0.7,400,expected,4,5,53,5,318.19017158297356,,,,,,,318.1799037079327,318.68146591598634,319.46534933301155,space,0.7819952080026269,None,319.46558033302426,320.1660338659305,320.48191999993287,320.46352270792704,320.46357041597366,323.8461871659383,46.66666666666669,3.3645536249969155,muskan,001,2023-10-31_15h03.06.010,experiment,2023.2.2,118.900409005157,2023-10-31 15h03.19.273856 +0530,
0.4,400,expected,4,6,54,10,323.8568511250196,,,,,,,323.84645716601517,324.3495861659758,325.44185816601384,space,1.0852918330347165,None,325.44260108296294,325.8491794500034,326.1639466249617,326.14611091592815,326.14614816592075,327.3092235829681,46.66666666666669,1.1420800419291481,muskan,001,2023-10-31_15h03.06.010,experiment,2023.2.2,118.900409005157,2023-10-31 15h03.19.273856 +0530,
0.4,1000,unexpected,4,7,55,2,327.3148565830197,,,,,,,327.3094917909475,327.8145607500337,329.00792179093696,space,1.1876073750900105,None,329.00813937501516,329.4160134910373,329.73114129097667,329.7127293329686,329.71276404103264,330.62475466600154,46.66666666666669,0.8932209999766201,muskan,001,2023-10-31_15h03.06.010,experiment,2023.2.2,118.900409005157,2023-10-31 15h03.19.273856 +0530,
0.4,400,expected,4,8,56,7,330.63038745801896,,,,,,,330.62502499995753,331.13270208297763,332.19155466603115,space,1.052240208024159,None,332.19176141603384,332.59879665803163,332.9150052079931,332.8968496660236,332.8968945000088,333.9140131659806,46.66666666666669,0.9995967919239774,muskan,001,2023-10-31_15h03.06.010,experiment,2023.2.2,118.900409005157,2023-10-31 15h03.19.273856 +0530,
0.7,400,expected,4,9,57,11,333.9236802079249,,,,,,,333.91427499998827,334.4141701660119,336.09011670795735,space,1.670994958956726,None,336.09038700000383,336.7993217829382,337.1146122079808,337.09690554102417,337.096954416018,338.596877999953,46.66666666666669,1.4826931250281632,muskan,001,2023-10-31_15h03.06.010,experiment,2023.2.2,118.900409005157,2023-10-31 15h03.19.273856 +0530,
0.1,400,expected,4,10,58,9,338.6069667079719,,,,,,,338.5971408749465,339.09861699992325,340.1263490830315,space,1.02605791692622,None,340.12708191596903,340.23230328299104,340.5478539579781,340.5300659579225,340.53011208295356,341.9258324999828,537.7777777777778,1.3748802499612793,muskan,001,2023-10-31_15h03.06.010,experiment,2023.2.2,118.900409005157,2023-10-31 15h03.19.273856 +0530,
0.1,400,expected,4,11,59,6,341.93156099994667,,,,,,,341.9261132499669,342.42916262499057,343.83151316596195,space,1.3959241668926552,None,343.831842457992,343.9323062829673,344.2504080829676,344.23032816592604,344.2303779160138,345.81399087503087,763.3333333333333,1.5651321249315515,muskan,001,2023-10-31_15h03.06.010,experiment,2023.2.2,118.900409005157,2023-10-31 15h03.19.273856 +0530,
0.1,400,expected,5,0,60,1,345.8237188749481,,,,,,,345.81428841594607,346.3164827079745,347.41628229094204,space,1.096061334013939,None,347.41649879096076,347.51563124095554,347.83138400001917,347.8133999159327,347.81343533296604,349.2486091250321,794.4444444444445,1.4175284159136936,muskan,001,2023-10-31_15h03.06.010,experiment,2023.2.2,118.900409005157,2023-10-31 15h03.19.273856 +0530,
0.1,1000,unexpected,5,1,61,0,349.2568158749491,,,,,,,349.24888208298944,349.7480774159776,350.848614040995,space,1.095530707971193,None,350.8488507500151,350.94914540792814,351.2675505829975,351.2469025410246,351.24694833299145,354.2078830000246,794.4444444444445,2.9410034159664065,muskan,001,2023-10-31_15h03.06.010,experiment,2023.2.2,118.900409005157,2023-10-31 15h03.19.273856 +0530,
0.7,400,expected,5,2,62,8,354.2135071249213,,,,,,,354.208155374974,354.71429683302995,357.50856624997687,space,2.787583832978271,None,357.5088159160223,358.2160945749376,358.53167554095853,358.51345937501173,358.51350470795296,359.5303776660003,794.4444444444445,0.9991230410523713,muskan,001,2023-10-31_15h03.06.010,experiment,2023.2.2,118.900409005157,2023-10-31 15h03.19.273856 +0530,
0.7,1000,unexpected,5,3,63,4,359.54040608298965,,,,,,,359.53064649994485,360.0331584159285,360.9756381249754,space,0.9379082079976797,None,360.97628308297135,361.68273169994353,361.9974318749737,361.9795014580013,361.97955249994993,363.2468502499396,41.1111111111111,1.2500081249745563,muskan,001,2023-10-31_15h03.06.010,experiment,2023.2.2,118.900409005157,2023-10-31 15h03.19.273856 +0530,
0.4,1000,unexpected,5,4,64,2,363.25704583292827,,,,,,,363.24711233295966,363.7496807909338,364.9256787500344,space,1.1657103749457747,None,364.92634566593915,365.332755324943,365.6492551249685,365.62984470801894,365.62989262503106,368.28013283293694,217.7777777777778,2.631521916948259,muskan,001,2023-10-31_15h03.06.010,experiment,2023.2.2,118.900409005157,2023-10-31 15h03.19.273856 +0530,
0.7,400,expected,5,5,65,11,368.29055220796727,,,,,,,368.28040054102894,368.78211333299987,370.96492545795627,space,2.176443584030494,None,370.96517741598655,371.6662299079355,371.9827237910358,371.9634348329855,371.9634733329294,372.99188220803626,217.7777777777778,1.0093580828979611,muskan,001,2023-10-31_15h03.06.010,experiment,2023.2.2,118.900409005157,2023-10-31 15h03.19.273856 +0530,
0.4,400,expected,5,6,66,3,372.99756670801435,,,,,,,372.9921449579997,373.49841170792934,374.79229808296077,space,1.2892200839705765,None,374.7930239159614,375.1995024909731,375.51477220794186,375.4970817499561,375.49713266594335,378.824855749961,625.5555555555555,3.3103213330032304,muskan,001,2023-10-31_15h03.06.010,experiment,2023.2.2,118.900409005157,2023-10-31 15h03.19.273856 +0530,
0.4,400,expected,5,7,67,7,378.8304895829642,,,,,,,378.82512104092166,379.3232659579953,381.1321058749454,space,1.802763000014238,None,381.1323658749461,381.5327226579422,381.84819816600066,381.82996024994645,381.829998082947,383.5743465409614,716.6666666666666,1.7271884169895202,muskan,001,2023-10-31_15h03.06.010,experiment,2023.2.2,118.900409005157,2023-10-31 15h03.19.273856 +0530,
0.7,400,expected,5,8,68,5,383.58005112502724,,,,,,,383.57461433298886,384.07403154100757,386.42512162495404,space,2.347919249907136,None,386.42536158300936,387.1325153660029,387.4478504579747,387.4295198749751,387.429559082957,388.6927047909703,834.4444444444445,1.2418451249832287,muskan,001,2023-10-31_15h03.06.010,experiment,2023.2.2,118.900409005157,2023-10-31 15h03.19.273856 +0530,
